Ship Mode,Segment,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profitable
1512,1,1,38,75220,1,1,14,200.064,3,0.2,12.504,1
1513,1,1,38,75220,1,1,9,21.38,5,0.8,-33.139,0
1514,1,1,38,75220,1,1,9,6.744,4,0.8,-11.4648,0
1515,1,1,44,19120,2,2,0,63.686,1,0.3,-9.098,0
1516,3,1,43,89031,3,2,15,1669.6,4,0.0,116.872,1
1517,3,1,23,98105,3,1,9,83.84,2,0.2,27.248,1
1518,3,1,23,98105,3,1,9,13.272,3,0.2,4.3134,1
1519,3,0,5,94110,3,1,9,21.336,7,0.2,7.7343,1
1520,1,2,30,60610,1,1,3,16.52,5,0.2,2.065,1
1521,1,1,41,85705,3,2,8,206.112,6,0.2,48.9516,1
1522,1,1,41,85705,3,1,10,19.92,5,0.2,6.723,1
1523,1,1,41,85705,3,1,10,198.272,8,0.2,61.96,1
1524,1,1,41,85705,3,1,14,247.104,6,0.2,-58.6872,0
1525,1,1,41,85705,3,1,3,86.304,6,0.2,9.7092,1
1526,1,1,44,18103,2,1,3,4.16,2,0.2,0.364,1
1527,1,1,44,18103,2,2,8,11.648,2,0.2,3.3488,1
1528,3,0,33,19711,2,1,2,26.18,7,0.0,0.5236,1
1529,3,0,33,19711,2,1,10,7.3,2,0.0,3.431,1
1530,1,0,2,33142,0,1,10,74.352,3,0.2,23.235,1
1531,1,1,41,85281,3,1,14,10.744,1,0.2,0.8058,1
1532,1,1,41,85281,3,1,2,8.376,3,0.2,2.7222,1
1533,1,0,31,10035,2,1,14,212.88,6,0.0,0.0,0
1534,1,2,5,92677,3,2,5,203.983,2,0.15,16.7986,1
1535,1,0,29,8302,2,1,14,40.74,3,0.0,0.4074,1
1536,1,0,29,8302,2,1,13,11.67,3,0.0,3.0342,1
1537,3,1,13,2149,2,0,16,39.99,1,0.0,11.5971,1
1538,3,1,13,2149,2,1,3,16.28,2,0.0,6.512,1
1539,3,1,13,2149,2,2,5,782.94,3,0.0,203.5644,1
1540,3,1,13,2149,2,1,9,242.48,7,0.0,116.3904,1
1541,3,1,47,43229,2,2,8,8.32,5,0.2,2.288,1
1542,3,1,47,43229,2,1,2,10.464,6,0.2,1.7004,1
1543,1,2,5,92024,3,1,9,82.896,3,0.2,29.0136,1
1544,1,2,5,92024,3,1,10,34.24,4,0.0,16.0928,1
1545,3,0,31,13601,2,2,5,1573.488,7,0.2,196.686,1
1546,1,0,38,78207,1,1,10,335.52,4,0.2,117.432,1
1547,1,0,38,78207,1,1,9,23.912,2,0.8,-40.6504,0
1548,1,0,38,78207,1,1,14,27.056,2,0.2,2.3674,1
1549,2,1,31,10011,2,0,4,559.992,1,0.2,174.9975,1
1550,3,2,38,77095,1,1,13,9.324,6,0.8,-24.7086,0
1551,1,1,5,92024,3,1,10,111.96,2,0.0,54.8604,1
1552,2,2,7,54915,1,1,1,21.56,7,0.0,10.3488,1
1553,1,1,24,40475,0,1,9,124.75,5,0.0,57.385,1
1554,1,0,23,98006,3,1,3,5.28,3,0.0,1.5312,1
1555,1,1,31,11561,2,0,6,91.96,4,0.0,39.5428,1
1556,1,1,44,19140,2,1,7,9.344,1,0.2,3.504,1
1557,1,1,44,19140,2,1,3,79.36,5,0.2,9.92,1
1558,3,1,23,98103,3,2,15,171.96,2,0.0,44.7096,1
1559,1,0,23,98103,3,1,9,35.352,9,0.2,12.8151,1
1560,1,2,5,94109,3,1,1,18.9,6,0.0,9.072,1
1561,2,2,23,98115,3,1,3,2.78,1,0.0,0.7228,1
1562,0,1,31,10011,2,2,15,1044.63,5,0.4,-295.9785,0
1563,0,1,44,19134,2,1,10,11.352,3,0.2,4.1151,1
1564,0,1,9,29203,0,1,14,354.9,5,0.0,17.745,1
1565,1,2,23,98105,3,0,16,453.576,3,0.2,39.6879,1
1566,2,1,38,75002,1,0,6,21.48,3,0.2,-0.2685,0
1567,2,1,38,75002,1,1,9,8.784,4,0.8,-13.6152,0
1568,0,1,5,90004,3,1,10,122.97,3,0.0,60.2553,1
1569,1,0,34,30318,0,1,3,12.84,3,0.0,3.7236,1
1570,2,1,5,90004,3,2,0,603.92,5,0.2,-67.941,0
1571,2,1,5,90004,3,1,7,21.84,3,0.0,10.4832,1
1572,2,1,5,90004,3,0,6,29.99,1,0.0,6.2979,1
1573,2,1,5,90004,3,2,0,381.44,2,0.2,23.84,1
1574,2,1,38,79907,1,0,16,40.68,3,0.2,-9.153,0
1575,2,1,38,79907,1,2,0,763.28,5,0.3,-21.808,0
1576,1,2,30,60505,1,1,14,23.952,2,0.2,2.3952,1
1577,1,2,16,35630,0,1,10,4.98,1,0.0,2.4402,1
1578,2,1,31,10011,2,1,13,170.88,3,0.0,49.5552,1
1579,2,1,31,10024,2,0,16,307.98,2,0.0,89.3142,1
1580,2,1,31,10024,2,2,15,382.806,9,0.4,-153.1224,0
1581,2,1,31,10024,2,1,14,41.96,2,0.0,2.9372,1
1582,2,1,31,10024,2,1,9,1217.568,2,0.2,456.588,1
1583,2,1,31,10024,2,2,8,47.04,3,0.0,18.3456,1
1584,2,1,31,10024,2,2,8,6.16,2,0.0,2.9568,1
1585,2,1,31,10024,2,0,16,979.95,5,0.0,274.386,1
1586,2,1,31,10024,2,1,10,143.7,3,0.0,68.976,1
1587,2,1,31,10024,2,1,2,10.65,3,0.0,5.0055,1
1588,2,1,31,10024,2,0,6,247.8,4,0.0,34.692,1
1589,1,0,28,23464,0,1,3,10.96,4,0.0,2.9592,1
1590,1,0,38,76051,1,1,3,33.488,7,0.2,5.8604,1
1591,1,0,38,76051,1,1,2,8.04,5,0.2,2.9145,1
1592,3,1,23,98502,3,0,16,201.568,4,0.2,22.6764,1
1593,0,1,5,90032,3,1,10,13.44,3,0.0,6.5856,1
1594,2,2,30,61604,1,2,5,359.058,3,0.3,-35.9058,0
1595,1,1,47,43229,2,2,0,47.992,2,0.3,-2.0568,0
1596,2,0,31,10011,2,2,8,547.3,13,0.0,175.136,1
1597,3,1,38,75007,1,1,10,16.896,4,0.2,5.28,1
1598,3,1,38,75007,1,1,12,6.672,1,0.2,0.5004,1
1599,3,1,38,75007,1,1,3,99.136,4,0.2,8.6744,1
1600,3,1,38,75007,1,2,8,15.992,2,0.6,-13.993,0
1601,3,0,33,19901,2,2,8,211.96,2,0.0,42.392,1
1602,1,1,32,37167,0,1,3,6.672,3,0.2,1.668,1
1603,1,1,33,19711,2,1,3,155.94,6,0.0,45.2226,1
1604,3,1,5,90049,3,0,16,39.96,5,0.2,12.987,1
1605,3,1,5,90049,3,1,3,5.46,3,0.0,1.5288,1
1606,3,1,5,90049,3,1,3,73.2,5,0.0,21.228,1
1607,3,1,5,90049,3,1,9,5.84,1,0.2,1.971,1
1608,3,1,5,90049,3,1,10,22.72,4,0.0,10.224,1
1609,3,1,5,90049,3,1,9,9.336,3,0.2,3.2676,1
1610,1,0,5,90008,3,2,5,290.666,2,0.15,27.3568,1
1611,1,0,5,90008,3,0,16,201.584,2,0.2,20.1584,1
1612,1,0,5,90008,3,0,16,83.984,2,0.2,31.494,1
1613,1,0,5,94601,3,1,14,1000.02,7,0.0,290.0058,1
1614,1,2,44,19143,2,0,6,83.976,3,0.2,-13.6461,0
1615,1,2,3,55122,1,1,1,3.75,1,0.0,1.8,1
1616,1,2,3,55122,1,1,1,41.4,4,0.0,19.872,1
1617,1,2,3,55122,1,1,3,29.79,3,0.0,12.5118,1
1618,3,2,31,10011,2,1,14,59.48,2,0.0,8.922,1
1619,3,2,31,10011,2,1,10,6.69,1,0.0,3.0774,1
1620,1,1,23,98031,3,2,8,198.46,2,0.0,99.23,1
1621,1,1,23,98031,3,1,1,786.48,8,0.0,385.3752,1
1622,1,1,23,98031,3,1,9,23.168,2,0.2,7.8192,1
1623,1,1,23,98031,3,0,6,50.0,2,0.0,10.5,1
1624,1,1,5,90049,3,0,16,675.96,5,0.2,84.495,1
1625,1,1,5,90049,3,0,6,1265.85,3,0.0,556.974,1
1626,1,2,31,10011,2,1,13,523.25,5,0.0,141.2775,1
1627,1,1,4,70506,0,2,0,517.5,6,0.0,155.25,1
1628,3,1,47,44105,2,2,8,17.92,5,0.2,2.464,1
1629,3,1,47,44105,2,1,9,41.256,6,0.7,-34.38,0
1630,0,1,47,44105,2,1,14,1006.056,3,0.2,88.0299,1
1631,0,1,47,44105,2,1,10,10.688,2,0.2,3.7408,1
1632,0,1,47,44105,2,1,10,10.368,2,0.2,3.6288,1
1633,0,1,47,44105,2,1,14,25.12,2,0.2,1.57,1
1634,0,1,47,44105,2,0,6,58.112,2,0.2,7.264,1
1635,1,1,12,97224,3,1,10,15.552,3,0.2,5.4432,1
1636,1,1,12,97224,3,1,14,669.08,5,0.2,-167.27,0
1637,1,1,12,97224,3,0,16,438.336,4,0.2,-87.6672,0
1638,1,1,1,20016,2,1,10,19.44,3,0.0,9.3312,1
1639,1,1,1,20016,2,1,9,9.64,2,0.0,4.4344,1
1640,1,1,1,20016,2,1,10,12.7,2,0.0,5.842,1
1641,1,1,1,20016,2,2,8,41.37,3,0.0,17.3754,1
1642,1,0,30,60076,1,1,2,12.624,2,0.2,3.945,1
1643,2,0,23,98115,3,1,14,1247.64,3,0.0,349.3392,1
1644,2,0,23,98115,3,0,4,3149.93,7,0.0,1480.4671,1
1645,2,0,23,98115,3,1,10,209.7,2,0.0,100.656,1
1646,2,2,44,19140,2,0,6,35.36,2,0.2,-3.094,0
1647,2,2,44,19140,2,1,2,3.168,2,0.2,-0.7128,0
1648,3,1,44,19143,2,1,9,121.104,6,0.7,-100.92,0
1649,3,1,44,19143,2,0,16,45.894,1,0.4,-9.1788,0
1650,0,0,5,94110,3,1,10,109.92,2,0.0,53.8608,1
1651,0,0,5,94110,3,1,10,13.36,2,0.0,6.4128,1
1652,2,1,23,98105,3,1,14,169.68,6,0.0,45.8136,1
1653,2,1,23,98105,3,0,6,132.52,4,0.0,54.3332,1
1654,2,1,23,98105,3,1,2,2.96,2,0.0,1.4208,1
1655,2,1,23,98105,3,1,9,8.448,2,0.2,2.9568,1
1656,2,1,23,98105,3,1,14,95.94,3,0.0,9.594,1
1657,2,1,7,53209,1,2,8,34.79,7,0.0,10.7849,1
1658,1,1,5,90045,3,0,16,160.776,3,0.2,10.0485,1
1659,1,1,23,98115,3,1,9,88.752,3,0.2,27.735,1
1660,1,1,23,98115,3,1,9,13.904,2,0.2,5.214,1
1661,1,0,44,19143,2,0,16,677.58,5,0.4,-158.102,0
1662,1,0,44,19143,2,1,9,13.896,3,0.7,-9.264,0
1663,3,1,38,75217,1,1,14,41.92,5,0.2,3.668,1
1664,3,1,38,75217,1,0,6,297.576,3,0.2,-7.4394,0
1665,3,1,38,75217,1,1,2,4.344,3,0.2,0.8688,1
1666,3,1,38,75217,1,0,6,94.992,2,0.2,-2.3748,0
1667,3,1,38,75217,1,1,10,74.352,3,0.2,23.235,1
1668,3,1,38,75217,1,1,3,14.04,3,0.2,1.5795,1
1669,1,1,31,10011,2,2,15,1018.104,4,0.4,-373.3048,0
1670,1,1,38,77095,1,0,16,16.68,3,0.2,5.2125,1
1671,2,0,43,89031,3,0,6,58.58,2,0.0,19.3314,1
1672,1,1,38,75023,1,0,16,167.968,4,0.2,62.988,1
1673,2,1,28,23434,0,1,1,196.62,2,0.0,96.3438,1
1674,1,0,38,77041,1,2,8,21.936,2,0.6,-10.4196,0
1675,1,0,38,77041,1,1,9,6.588,3,0.8,-10.2114,0
1676,1,1,5,94110,3,1,14,104.28,3,0.0,26.07,1
1677,1,1,5,94110,3,1,10,17.94,3,0.0,8.7906,1
1678,1,0,44,19134,2,1,14,64.784,1,0.2,-14.5764,0
1679,1,0,44,19134,2,0,16,32.382,3,0.4,4.3176,1
1680,1,0,44,19134,2,2,8,42.368,2,0.2,8.4736,1
1681,1,0,44,19134,2,0,11,399.54,4,0.7,-559.356,0
1682,3,1,5,90008,3,1,10,18.97,1,0.0,9.1056,1
1683,1,0,5,94110,3,2,8,14.82,3,0.0,6.2244,1
1684,2,0,44,19143,2,1,13,99.28,2,0.2,12.41,1
1685,2,0,44,19143,2,1,9,1.188,2,0.7,-0.99,0
1686,2,0,44,19143,2,1,9,7.518,2,0.7,-5.7638,0
1687,2,1,44,19140,2,1,10,10.368,2,0.2,3.6288,1
1688,2,1,44,19140,2,2,8,310.88,2,0.2,23.316,1
1689,1,1,44,19143,2,2,15,853.092,6,0.4,-227.4912,0
1690,1,1,11,46203,1,1,10,33.45,5,0.0,15.387,1
1691,1,1,11,46203,1,1,9,10.4,5,0.0,5.096,1
1692,1,1,47,43229,2,2,8,21.88,5,0.2,6.2905,1
1693,3,2,38,75023,1,0,6,13.616,2,0.2,3.5742,1
1694,3,2,29,7002,2,0,6,63.96,4,0.0,19.8276,1
1695,3,2,29,7002,2,1,9,14.46,3,0.0,7.0854,1
1696,3,2,29,7002,2,0,16,104.98,2,0.0,52.49,1
1697,1,1,5,90008,3,1,13,106.96,2,0.0,31.0184,1
1698,1,1,5,90008,3,1,1,21.56,7,0.0,10.3488,1
1699,3,1,23,98115,3,2,15,515.88,6,0.0,113.4936,1
1700,3,1,31,10035,2,1,9,11.808,2,0.2,4.2804,1
1701,3,1,31,10035,2,2,0,1931.04,9,0.1,321.84,1
1702,3,1,31,10035,2,1,10,9.96,2,0.0,4.6812,1
1703,1,2,5,92037,3,1,2,12.35,5,0.0,5.8045,1
1704,0,1,41,85301,3,1,9,9.702,3,0.7,-7.1148,0
1705,1,1,44,19120,2,1,9,11.61,2,0.7,-9.288,0
1706,1,1,5,94122,3,1,1,43.86,6,0.0,20.6142,1
1707,1,1,5,94122,3,0,16,148.48,2,0.2,16.704,1
1708,1,1,5,94122,3,1,10,7.42,2,0.0,3.71,1
1709,1,1,5,94122,3,2,0,71.992,1,0.2,-0.8999,0
1710,1,1,5,94122,3,1,3,19.9,5,0.0,6.567,1
1711,1,1,5,94122,3,1,13,1702.12,14,0.0,510.636,1
1712,1,1,38,77070,1,1,10,14.304,6,0.2,5.0064,1
1713,3,1,30,60610,1,2,15,765.625,7,0.5,-566.5625,0
1714,1,1,5,94110,3,2,5,307.666,2,0.15,-14.4784,0
1715,1,1,31,10011,2,1,9,7.712,2,0.2,2.7956,1
1716,1,1,31,10011,2,1,13,242.9,5,0.0,70.441,1
1717,1,1,31,10011,2,1,14,454.9,5,0.0,0.0,0
1718,1,1,31,10011,2,2,8,35.92,4,0.0,15.0864,1
1719,1,1,31,10011,2,2,8,39.76,8,0.0,12.3256,1
1720,1,1,31,10011,2,1,9,47.744,4,0.2,14.92,1
1721,1,1,30,60623,1,0,16,159.984,2,0.2,11.9988,1
1722,1,1,30,60623,1,0,6,255.968,4,0.2,51.1936,1
1723,1,1,30,60623,1,2,5,359.058,3,0.3,-71.8116,0
1724,2,1,44,19143,2,1,13,434.352,3,0.2,43.4352,1
1725,2,1,44,19143,2,1,13,3.552,2,0.2,0.444,1
1726,2,1,44,19143,2,1,13,88.832,4,0.2,7.7728,1
1727,3,0,47,43017,2,2,15,1048.35,5,0.4,-69.89,0
1728,0,1,28,22153,0,0,6,100.0,4,0.0,21.0,1
1729,0,1,28,22153,0,1,1,7.83,3,0.0,3.6018,1
1730,1,0,37,28314,0,1,10,96.256,8,0.2,31.2832,1
1731,1,0,37,28314,0,1,10,10.688,2,0.2,3.7408,1
1732,1,1,38,75081,1,1,14,338.04,3,0.2,-33.804,0
1733,1,1,38,75081,1,1,3,154.24,4,0.2,17.352,1
1734,3,1,37,28540,0,1,13,34.848,2,0.2,6.534,1
1735,3,1,37,28540,0,0,16,22.0,5,0.2,1.375,1
1736,3,1,37,28540,0,1,3,4.368,3,0.2,0.3822,1
1737,1,0,5,94122,3,1,14,31.44,3,0.0,8.4888,1
1738,1,0,5,94122,3,0,6,17.9,2,0.0,3.401,1
1739,1,0,5,94122,3,0,6,129.45,5,0.0,46.602,1
1740,1,2,5,92037,3,1,1,20.88,8,0.0,9.6048,1
1741,1,1,44,19140,2,1,10,20.736,4,0.2,7.2576,1
1742,1,1,44,19140,2,2,8,7.168,2,0.2,0.9856,1
1743,1,1,44,19140,2,1,14,11.168,2,0.2,-2.5128,0
1744,1,1,44,19140,2,0,6,442.4,7,0.2,-55.3,0
1745,2,1,31,14609,2,1,3,13.36,2,0.0,4.9432,1
1746,3,1,37,28540,0,1,9,11.232,8,0.7,-8.2368,0
1747,3,1,37,28540,0,1,10,10.272,3,0.2,3.21,1
1748,1,2,38,77095,1,1,10,10.368,2,0.2,3.6288,1
1749,1,2,38,77095,1,1,3,6.24,3,0.2,0.546,1
1750,1,2,38,78207,1,2,15,206.962,2,0.3,-32.5226,0
1751,2,1,5,94601,3,2,8,9.46,2,0.0,3.6894,1
1752,2,0,5,94122,3,1,14,559.62,9,0.0,151.0974,1
1753,2,0,5,94122,3,1,10,109.92,2,0.0,53.8608,1
1754,2,0,5,94122,3,1,10,8.56,2,0.0,3.852,1
1755,3,2,38,76106,1,1,10,360.712,11,0.2,130.7581,1
1756,3,2,38,76106,1,0,16,1718.4,6,0.2,150.36,1
1757,2,2,38,77095,1,1,9,41.568,6,0.8,-66.5088,0
1758,1,1,38,77095,1,0,6,46.864,2,0.2,7.6154,1
1759,1,1,44,19143,2,1,3,19.536,3,0.2,4.884,1
1760,1,1,5,92105,3,2,5,411.332,4,0.15,-4.8392,0
1761,1,1,5,92105,3,1,9,28.752,6,0.2,9.7038,1
1762,1,1,5,92105,3,2,5,293.199,3,0.15,-20.6964,0
1763,1,2,28,23434,0,1,12,35.06,2,0.0,10.518,1
1764,1,2,28,23434,0,1,1,4.13,1,0.0,1.8998,1
1765,1,2,28,23434,0,2,8,109.8,9,0.0,46.116,1
1766,1,2,28,23434,0,1,1,9.82,2,0.0,4.8118,1
1767,1,1,37,27405,0,1,9,7.644,4,0.7,-5.8604,0
1768,1,1,37,27405,0,1,9,51.465,5,0.7,-39.4565,0
1769,1,0,38,75081,1,1,12,6.976,4,0.2,-1.3952,0
1770,1,0,38,75081,1,1,9,12.222,7,0.8,-20.1663,0
1771,3,0,30,60623,1,1,14,97.984,2,0.2,-24.496,0
1772,3,0,30,60623,1,0,6,62.4,6,0.2,19.5,1
1773,1,0,25,21215,2,1,9,20.86,2,0.0,9.387,1
1774,1,0,25,21215,2,1,14,497.61,9,0.0,129.3786,1
1775,1,0,25,21215,2,1,3,5.34,2,0.0,1.4952,1
1776,1,0,25,21215,2,1,1,3.15,1,0.0,1.512,1
1777,1,1,5,90004,3,1,10,368.91,9,0.0,180.7659,1
1778,1,1,5,90004,3,1,3,14.7,5,0.0,6.615,1
1779,1,1,31,10011,2,0,6,59.97,3,0.0,14.9925,1
1780,1,1,31,10011,2,1,14,83.36,1,0.0,20.84,1
1781,1,0,13,2038,2,1,10,6.58,2,0.0,3.0268,1
1782,1,0,13,2038,2,1,9,122.94,3,0.0,59.0112,1
1783,1,0,7,53209,1,1,10,219.84,4,0.0,107.7216,1
1784,1,0,7,53209,1,0,6,98.16,6,0.0,9.816,1
1785,1,0,7,53209,1,1,9,33.04,8,0.0,15.5288,1
1786,1,0,7,53209,1,0,16,86.97,3,0.0,25.2213,1
1787,1,0,7,53142,1,0,16,134.97,3,0.0,64.7856,1
1788,1,0,7,53142,1,0,16,699.98,2,0.0,195.9944,1
1789,1,0,7,53142,1,0,6,139.95,5,0.0,26.5905,1
1790,1,1,31,10011,2,1,10,48.94,1,0.0,24.47,1
1791,2,1,7,53711,1,2,0,2807.84,8,0.0,673.8816,1
1792,2,1,7,53711,1,1,3,46.64,4,0.0,12.5928,1
1793,1,0,38,77041,1,1,14,60.416,2,0.2,6.0416,1
1794,1,2,45,66062,1,1,3,107.94,3,0.0,26.985,1
1795,2,2,31,10024,2,1,14,63.84,8,0.0,16.5984,1
1796,2,2,31,10024,2,0,16,347.97,3,0.0,100.9113,1
1797,2,2,31,10024,2,1,9,37.008,6,0.2,11.565,1
1798,1,1,5,95123,3,2,8,215.65,5,0.0,73.321,1
1799,3,1,38,75081,1,1,2,11.168,4,0.2,3.6296,1
1800,3,1,38,75081,1,1,10,53.952,3,0.2,17.5344,1
1801,1,2,23,98002,3,2,8,4.18,1,0.0,1.5048,1
1802,3,1,44,19134,2,1,9,5.607,1,0.7,-4.2987,0
1803,3,1,44,19134,2,1,12,4663.736,7,0.2,-1049.3406,0
1804,3,1,44,19134,2,0,6,79.984,2,0.2,22.9954,1
1805,2,0,5,90049,3,0,16,2575.944,7,0.2,257.5944,1
1806,2,0,5,90049,3,1,10,45.36,7,0.0,21.7728,1
1807,2,0,5,90049,3,0,6,254.24,7,0.0,76.272,1
1808,2,0,46,74133,1,0,16,69.93,7,0.0,0.6993,1
1809,1,0,30,60610,1,2,8,16.156,7,0.6,-12.117,0
1810,1,0,30,60610,1,1,10,54.816,3,0.2,17.8152,1
1811,3,1,28,22801,0,2,15,1441.3,7,0.0,245.021,1
1812,1,1,47,43055,2,2,8,77.6,5,0.2,28.13,1
1813,1,1,47,43055,2,2,8,4.656,2,0.2,1.5714,1
1814,1,0,5,90045,3,2,15,170.136,3,0.2,-8.5068,0
1815,0,1,23,98105,3,1,1,7.38,2,0.0,3.4686,1
1816,0,1,23,98105,3,1,3,9.26,2,0.0,3.0558,1
1817,3,1,5,90036,3,1,1,9.96,2,0.0,4.5816,1
1818,1,1,30,60623,1,1,13,75.6,2,0.8,-166.32,0
1819,1,1,30,60623,1,2,8,29.32,2,0.6,-24.189,0
1820,1,0,30,60623,1,1,13,92.064,6,0.8,-225.5568,0
1821,1,0,30,60623,1,1,2,6.976,4,0.2,1.8312,1
1822,1,0,30,60623,1,2,0,62.958,3,0.3,-2.6982,0
1823,1,0,30,60623,1,1,10,5.184,1,0.2,1.8144,1
1824,1,1,12,97756,3,1,9,31.32,10,0.7,-25.056,0
1825,1,1,12,97756,3,2,8,11.84,4,0.2,3.108,1
1826,1,1,12,97756,3,2,8,22.784,1,0.2,4.8416,1
1827,3,2,37,27604,0,0,16,1127.976,3,0.2,126.8973,1
1828,3,0,34,31204,0,1,10,38.88,6,0.0,18.6624,1
1829,1,1,47,44105,2,0,16,779.796,2,0.4,-168.9558,0
1830,0,2,46,74403,1,0,16,1439.92,8,0.0,374.3792,1
1831,0,2,46,74403,1,2,15,262.11,1,0.0,62.9064,1
1832,1,0,37,28110,0,2,0,207.0,3,0.2,25.875,1
1833,1,0,38,78745,1,0,11,1439.982,3,0.4,-263.9967,0
1834,1,0,38,78745,1,1,10,36.288,7,0.2,12.7008,1
1835,2,1,19,6450,2,1,3,21.4,5,0.0,6.206,1
1836,3,0,34,30076,0,1,13,1245.86,7,0.0,361.2994,1
1837,1,0,37,28205,0,1,1,17.544,3,0.2,5.9211,1
1838,1,0,37,28205,0,2,8,44.128,4,0.2,12.1352,1
1839,1,0,37,28205,0,1,13,62.92,1,0.2,10.2245,1
1840,1,0,37,28205,0,1,10,78.304,2,0.2,29.364,1
1841,1,0,24,42104,0,2,0,140.81,1,0.0,39.4268,1
1842,3,0,38,78207,1,1,1,40.096,4,0.2,13.5324,1
1843,3,0,38,78207,1,2,8,40.784,2,0.6,-30.588,0
1844,1,1,23,98115,3,0,6,90.57,3,0.0,11.7741,1
1845,3,2,1,20016,2,1,10,40.08,6,0.0,19.2384,1
1846,3,2,1,20016,2,2,8,37.68,2,0.0,15.8256,1
1847,0,0,5,90004,3,2,0,362.352,3,0.2,27.1764,1
1848,0,0,5,90004,3,1,9,7.184,2,0.2,2.245,1
1849,3,1,11,46614,1,1,14,34.76,1,0.0,9.7328,1
1850,3,1,11,46614,1,0,6,831.2,5,0.0,124.68,1
1851,3,1,11,46614,1,1,10,26.4,5,0.0,11.88,1
1852,3,1,11,46614,1,1,7,106.75,7,0.0,49.105,1
1853,3,1,11,46614,1,1,10,97.82,2,0.0,45.9754,1
1854,3,1,11,46614,1,1,14,141.4,5,0.0,38.178,1
1855,1,0,5,90032,3,1,3,14.52,3,0.0,4.7916,1
1856,3,0,38,77041,1,1,14,127.92,5,0.2,-15.99,0
1857,3,0,38,77041,1,1,9,34.24,4,0.8,-53.072,0
1858,2,0,19,6010,2,1,13,137.62,2,0.0,60.5528,1
1859,2,0,19,6010,2,0,16,100.49,1,0.0,25.1225,1
1860,2,1,31,10009,2,2,5,257.568,2,0.2,-28.9764,0
1861,2,1,31,10009,2,0,16,119.96,4,0.0,33.5888,1
1862,0,1,38,78207,1,1,14,49.632,4,0.2,4.9632,1
1863,1,0,17,80013,3,2,15,727.45,5,0.5,-465.568,0
1864,1,0,17,80013,3,2,8,24.96,3,0.2,4.368,1
1865,0,0,47,43055,2,0,16,370.782,3,0.4,-92.6955,0
1866,2,0,43,89015,3,2,8,196.45,5,0.0,70.722,1
1867,1,2,44,19143,2,1,10,31.104,6,0.2,10.8864,1
1868,1,2,44,19143,2,1,14,78.256,2,0.2,-17.6076,0
1869,3,1,23,98103,3,1,10,6.48,1,0.0,3.1104,1
1870,1,0,5,94122,3,1,3,99.2,5,0.0,25.792,1
1871,1,0,5,94122,3,2,0,801.568,2,0.2,50.098,1
1872,1,0,5,94122,3,2,15,272.848,1,0.2,27.2848,1
1873,1,1,23,99207,3,2,15,70.98,1,0.0,20.5842,1
1874,1,2,47,43229,2,1,10,16.224,2,0.2,5.8812,1
1875,1,1,31,11561,2,2,5,176.784,1,0.2,-22.098,0
1876,1,1,38,78207,1,0,16,470.376,3,0.2,47.0376,1
1877,1,1,5,90049,3,2,0,393.568,4,0.2,-44.2764,0
1878,1,1,5,90049,3,0,16,302.376,3,0.2,22.6782,1
1879,1,0,2,32216,0,1,9,68.742,9,0.7,-48.1194,0
1880,0,1,31,10011,2,1,7,29.34,3,0.0,14.67,1
1881,0,1,31,10011,2,2,0,383.607,7,0.1,63.9345,1
1882,0,1,31,10011,2,1,14,563.4,4,0.0,67.608,1
1883,1,2,44,19143,2,1,10,217.056,7,0.2,78.6828,1
1884,3,1,38,76248,1,1,1,6.0,2,0.2,2.1,1
1885,3,1,5,94122,3,2,8,31.56,3,0.0,10.4148,1
1886,2,2,2,33012,0,1,2,7.104,2,0.2,2.3976,1
1887,2,2,2,33012,0,1,9,398.352,8,0.7,-331.96,0
1888,2,1,47,45014,2,1,13,121.792,4,0.2,13.7016,1
1889,2,1,47,45014,2,2,15,409.59,3,0.4,-122.877,0
1890,1,0,5,92646,3,1,10,10.56,2,0.0,4.752,1
1891,1,0,5,92646,3,1,3,3.38,1,0.0,1.2506,1
1892,3,1,2,32127,0,1,7,7.824,1,0.2,2.934,1
1893,1,1,12,97504,3,1,10,24.784,1,0.2,7.745,1
1894,2,1,28,22901,0,1,3,34.65,3,0.0,10.395,1
1895,1,1,27,59801,3,1,9,487.984,2,0.2,152.495,1
1896,2,1,3,55407,1,1,9,1793.98,2,0.0,843.1706,1
1897,3,1,2,33178,0,1,7,29.808,2,0.2,10.8054,1
1898,3,1,2,33178,0,1,9,505.176,4,0.7,-336.784,0
1899,3,1,2,33178,0,2,15,174.0585,3,0.45,-110.7645,0
1900,3,1,9,29501,0,1,14,191.88,6,0.0,19.188,1
1901,2,2,0,48205,1,0,16,14.78,2,0.0,3.9906,1
1902,2,0,12,97477,3,1,10,5.184,1,0.2,1.8144,1
1903,2,0,12,97477,3,2,0,478.48,2,0.2,47.848,1
1904,2,0,12,97477,3,0,6,28.4,2,0.2,6.745,1
1905,2,0,11,46203,1,1,14,909.12,8,0.0,9.0912,1
1906,1,0,2,32712,0,1,9,2.952,2,0.7,-2.1648,0
1907,1,0,2,32712,0,1,9,27.018,6,0.7,-21.6144,0
1908,2,0,5,90008,3,2,8,136.92,4,0.0,41.076,1
1909,1,1,31,11572,2,2,8,18.96,2,0.0,8.532,1
1910,1,0,5,90008,3,0,6,99.39,3,0.0,40.7499,1
